,Task ID,TF1,TF2,TF3,TF16,TF17,TF19,TF20,TF21,TF23,TF27,TF32,TF33,TF37,TF52,TF67,TF69,TF85,TF105,TF113,SF1,SF2,SF3,SF4,SF5,SF6,SF7,SF8,SF9,SF10,SF11,SF12,SF13,SF14,SF15,SF16,SF17,SF18
1393,2021-10-04,-0.9971671388101984,-0.2635304527355848,0.1340426252391395,-0.4533807829181491,-0.0233270770291489,1.0,1.0,0.7186156051607626,0.8771929824561404,-0.4698965259249849,-0.2407508653996544,0.2982621996846062,0.2501646926812642,-0.5285515320334262,-0.7089383804935616,1.0000000000000002,-0.2359254025582591,-0.9364161849710982,-0.3259949195596952,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1394,2021-10-05,-0.9971671388101984,-0.2591063265005162,0.1373756041985647,-0.2873072360616842,0.175163749186042,1.0,1.0,0.6403850092156467,0.912280701754386,-0.472239867869394,-0.2903020490162655,0.282778946409798,0.267150403590938,-0.4227019498607242,-0.7336646001312128,1.0000000000000002,-0.0979017320984847,-0.9144990366088632,-0.4326841659610499,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1395,2021-10-06,-0.9971671388101984,-0.2998082878631471,0.1228837072980335,-0.2976670620798725,0.1755467882177193,1.0,1.0,0.6838009420438262,0.9649122807017544,-0.4771806490774856,-0.2381977801455348,0.3323077292732856,0.2390717147188947,-0.4930362116991643,-0.7894338831585772,1.0000000000000002,-0.1495082808200953,-0.9336464354527938,-0.4377646062658764,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1396,2021-10-07,-0.9971671388101984,-0.3546674531779974,0.1042397795522245,-0.2970344009489913,0.1871145669743747,1.0,1.0,0.680524267868114,0.9298245614035086,-0.4980730953288442,-0.23529287000673,0.3486963672292316,0.2452504811337945,-0.4979108635097492,-0.6824031335768662,1.0000000000000002,-0.1823487529424394,-0.9465317919075144,-0.7883149872988993,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1397,2021-10-08,-0.9971671388101984,-0.2921398023890282,0.1267062806582648,-0.1120601028074332,0.2991151798368254,1.0,0.9117259552042158,0.5752611099733778,0.912280701754386,-0.4980730953288442,-0.3326941435704014,0.2742171807838836,0.3044283964874095,-0.3676880222841225,-0.5897250356176509,1.0000000000000002,-0.0307753602440012,-0.9029383429672448,-0.8577476714648603,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1398,2021-10-11,-0.9971671388101984,-0.4732340362778352,0.0383962024862443,-0.3725583234480023,0.1804496878231889,1.0,0.9117259552042158,0.70591849272988,0.912280701754386,-0.4980730953288442,-0.1718563825981833,0.4438424599640305,0.1298158003939991,-0.5717270194986073,-0.6962736367271358,1.0000000000000002,-0.1442854786322345,-0.9417148362235068,-0.4614733276883996,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1400,2021-10-14,-0.9971671388101984,-0.4888659489750775,0.0305950195646611,-0.4402530644523512,0.1498831730953385,1.0,1.0,0.6813434364120421,0.9298245614035086,-0.4980730953288442,-0.3110538222516683,0.3253179175796976,0.210986709120444,-0.5550139275766016,-0.7786472668548159,1.0000000000000002,-0.2099982810099838,-0.9331647398843932,-0.7679932260795936,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1402,2021-10-18,-0.9971671388101984,-0.569090104704321,-0.0031900037635226,-0.4945037564254644,0.2358371318037306,1.0,0.9117259552042158,0.6760188408765111,0.8947368421052633,-0.5657476813619616,-0.4240894325048097,0.2414236655785742,0.2407087548467223,-0.591225626740947,-0.7263624964576452,1.0000000000000002,-0.275215732216254,-0.9371387283236994,-0.3920406435224386,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1403,2021-10-19,-0.9971671388101984,-0.5652558619672615,0.0107730985387839,-0.5636219849742989,0.2423487953422456,1.0,0.9117259552042158,0.7091951669055914,0.8947368421052633,-0.4299750137636048,-0.4657443281316065,0.2058729781805692,0.2550705043265964,-0.5745125348189415,-0.7548294428894746,1.0000000000000002,-0.2246920760930308,-0.9371387283236994,-0.4191363251481795,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1404,2021-10-20,-0.9971671388101984,-0.5741041144373986,0.006046085646661,-0.4540134440490302,0.4354004673076188,1.0,0.9117259552042158,0.6862584476756095,0.9473684210526314,-0.4299750137636048,-0.5281386617153417,0.1503889974986554,0.2254315504322648,-0.5376044568245125,-0.6762928139691069,1.0000000000000002,-0.1492398953601772,-0.9264210019267822,-0.7832345469940728,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1405,2021-10-21,-0.9971671388101984,-0.519539890871553,0.028207974100207,-0.4253064452352717,0.251158693070824,1.0,0.9117259552042158,0.5969690763874671,0.9473684210526314,-0.4299750137636048,-0.5301710584856082,0.1499003837869683,0.2039689604800227,-0.4874651810584958,-0.5823181170588168,1.0000000000000002,-0.2475809964686182,-0.922567437379576,-0.7984758679085521,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1406,2021-10-22,-0.9971671388101984,-0.5602418522341838,0.0116101082329505,-0.4751285092922099,0.259891982993067,1.0,0.9117259552042158,0.620724964161377,0.9473684210526314,-0.4299750137636048,-0.5050815747356424,0.1774751614001508,0.1908299343549326,-0.5201949860724233,-0.6187370194528663,1.0000000000000002,-0.2324406353289918,-0.9194364161849712,-0.8543607112616427,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1407,2021-10-26,-0.9971671388101984,-0.5794130659194809,-0.0059206759420995,0.2967180703835499,0.8186693224039527,1.0,0.9117259552042158,0.3950440303092364,0.8947368421052633,-0.552534620759751,-0.4945769021228566,0.1963686279971563,-0.0234663194079924,-0.3767409470752089,-0.6707143328532553,1.0000000000000002,0.0387912715338603,-0.8191233140655106,-0.642675698560542,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1408,2021-10-27,-0.9971671388101984,-0.6080224155729244,-0.0242283393601956,0.1285092922103583,0.6794729382924123,1.0,0.9117259552042158,0.4069219741961913,0.8771929824561404,-0.552534620759751,-0.5471701836837589,0.1130440824592917,-0.0691307745988236,-0.458217270194986,-0.5208220592631125,1.0000000000000002,-0.1226371089475983,-0.8600674373795761,-0.7121083827265029,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1409,2021-10-28,-0.9971671388101984,-0.5820675416605221,0.0006806040850935,-0.1224990114669832,0.4529436549584402,1.0,0.9117259552042158,0.504812615195577,0.8771929824561404,-0.552534620759751,-0.3557916244904944,0.2698943291624172,-0.0623429144801093,-0.4853760445682451,-0.6736996160669573,1.0000000000000002,-0.2723647132329676,-0.8963150289017341,-0.7544453852667231,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1410,2021-10-29,-0.9971671388101984,-0.5422504055449049,0.0283183612146848,-0.0018189007512852,0.5379017121844716,1.0,0.9117259552042158,0.4532049969281182,0.8421052631578947,-0.552534620759751,-0.1962724386430265,0.4252442116400667,-0.0581940012166082,-0.4275766016713092,-0.1484326292619868,1.0000000000000002,-0.1708478301637082,-0.8612716763005781,-0.8662150719729043,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1411,2021-10-31,-0.9971671388101984,-0.567025512461289,0.0007117403073544,0.0959272439699479,0.5356800858007431,1.0,0.9117259552042158,0.3667827155437235,0.9473684210526314,-0.6664831519360804,-0.3031337141797678,0.3286708594898933,-0.0520695989683441,-0.4164345403899721,-0.232164970865344,1.0000000000000002,-0.1418176126762218,-0.8464595375722543,-1.0,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1412,2021-11-02,-0.9971671388101984,-0.6428255419554638,-0.0411483203714813,0.0600237247924084,0.4829739150419425,1.0,0.9617918313570488,0.3696498054474708,0.9649122807017544,-0.6664831519360804,-0.3573601760442535,0.2732666040316422,-0.0615722066591637,-0.4909470752089135,-0.6904738797423884,1.0000000000000002,-0.2040870894937951,-0.8629576107899808,-0.7527519051651144,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1413,2021-11-03,-0.9971671388101984,-0.6159858427960478,-0.0371414324881551,-0.0567022538552777,0.6634619067682999,1.0,1.0,0.4785992217898838,1.0,-0.5700673357896074,-0.3343280146483076,0.2872489695111477,-0.1047041249550626,-0.5640668523676879,-0.571117676059892,1.0000000000000002,-0.1038661299328036,-0.8795761078998073,-0.8831498729889924,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1414,2021-11-05,-0.9971671388101984,-1.0,-1.0,-0.6493475682087784,-1.0,-1.0,0.9617918313570488,0.9897603932009011,-1.0,-0.6903118338768193,0.9999999999999998,1.0000000000000002,-1.0,-1.0,-0.2985896574882473,-0.9989997499374844,-1.0,-1.0,-0.9237933954276036,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1415,2021-11-08,-0.9971671388101984,-0.690901047043209,-0.0363861421331463,-0.2426255436931583,0.4000842685869692,1.0,1.0,0.5146426377227118,0.9298245614035086,-0.5623314840695097,-0.1342583747838259,0.4600828939633949,-0.0680360993522282,-0.6692200557103063,-0.2941160029037606,1.0000000000000002,-0.2519650450987847,-0.9203998073217726,-0.6223539373412362,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1416,2021-11-10,-0.9971671388101984,-0.5469694735289781,0.0742603024549091,0.0128113879003564,0.6006435055732182,1.0,1.0,0.4507474912963345,0.9298245614035086,-0.4980166292578947,-0.4050326666795196,0.2015402089390845,0.0015296053794853,-0.5188022284122562,-0.7017030477839417,1.0000000000000002,-0.114576236667035,-0.8922206165703276,-0.7002540220152413,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1417,2021-11-11,-0.9971671388101984,-0.4201445214570123,0.1941257062331935,-0.1572162910241203,0.346765235377485,1.0,1.0,0.6014745033790709,0.912280701754386,-0.4980166292578947,-0.1088177216768386,0.3948917721152831,0.0322093071486879,-0.5452646239554317,-0.7244680644572724,1.0000000000000002,0.0097979038436653,-0.9190751445086706,-0.781541066892464,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1418,2021-11-12,-0.9971671388101984,-0.3419849579708008,0.2423800839859002,-0.2459470146302891,0.3191098172903821,1.0,1.0,0.6067990989146019,0.9298245614035086,-0.5030985756433602,-0.2411068454644491,0.2842107408339662,0.0913374278824301,-0.495125348189415,-0.6981665159143935,1.0000000000000002,0.102065954391306,-0.8951107899807322,-0.7950889077053345,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1419,2021-11-15,-0.9971671388101984,-0.4637959003096888,0.1548804754079897,-0.2699881376037947,0.2505458306201404,1.0,1.0,0.5658406717182065,0.912280701754386,-0.440449469924759,-0.2932530542227041,0.236962488326925,0.052047524025526,-0.5459610027855153,-0.7064849357717675,1.0000000000000002,-0.0609296646078285,-0.904985549132948,-0.580016934801016,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1420,2021-11-16,-0.9971671388101984,-0.4882760654770683,0.1509248006396197,-0.1182285488335317,0.399777837361627,1.0,1.0,0.571574851525702,0.9298245614035086,-0.440449469924759,-0.2494654877784698,0.2807351177576098,0.0349823836412375,-0.5842618384401114,-0.7988594587669888,-0.9989997499374844,-0.032999016177897,-0.9089595375722545,-0.720575783234547,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1421,2021-11-17,-0.9971671388101984,-0.4272231234331219,0.1732097133959851,-0.1153024911032023,0.3615505420002298,1.0,0.8866930171277998,0.5175097276264595,0.9473684210526314,-0.4981295613997939,-0.2827434270210183,0.2678755477293455,0.1054382764019044,-0.4846796657381615,-0.5850891120626405,1.0000000000000002,-0.0034784809369399,-0.8874036608863198,-0.720575783234547,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1422,2021-11-18,-0.9971671388101984,-0.4343017254092317,0.16970270033634,-0.2074337682878617,0.3598651702608495,1.0,0.8866930171277998,0.6059799303706748,0.912280701754386,-0.4981295613997939,-0.2307911065551506,0.2908416691292832,0.1204075068043826,-0.5389972144846796,-0.4909956249490483,1.0000000000000002,-0.1277962011324036,-0.914378612716763,-0.8357324301439458,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1424,2021-11-23,-0.9971671388101984,-0.4310573661701814,0.186202661641573,-0.4510083036773427,0.2358371318037306,1.0,0.8866930171277998,0.6944501331148891,0.912280701754386,-0.4833354508109939,-0.4530788089702493,0.0882554042994807,0.1606929670626564,-0.5647632311977715,-0.7606276470611071,-0.9989997499374844,-0.2638357158541746,-0.9364161849710982,-0.65961049957663,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1425,2021-11-25,-0.9971671388101984,-0.2953841616280785,0.2272880509341974,-0.3088177145116653,0.2822614624430231,1.0,0.8866930171277998,0.6018840876510345,0.912280701754386,-0.4716752071598978,-0.4429104489606594,0.0918248003311275,0.2658493595486213,-0.3802228412256266,-0.754851958679643,-0.9989997499374844,-0.0832305873964762,-0.8908959537572254,-0.8441998306519898,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1426,2021-11-26,-0.9971671388101984,-0.283291549918891,0.2444559991815751,-0.3336496638987754,0.2717661929750643,1.0,0.8866930171277998,0.5887773909481884,0.912280701754386,-0.4716752071598978,-0.5015354911621339,0.0119370193415717,0.25145508564767,-0.3676880222841225,-0.7364682042104528,1.0000000000000002,-0.0896725639064188,-0.886199421965318,-0.9000846740050804,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1427,2021-11-29,-0.9971671388101984,-0.3711841911222534,0.2133571902143831,-0.4408066429418742,0.2026659516604745,1.0,0.8866930171277998,0.5957403235715755,0.9649122807017544,-0.4922570900210335,-0.560894925562258,-0.0571735954411301,0.3438006865844809,-0.463091922005571,-0.3356436604463563,1.0000000000000002,-0.2216181482996955,-0.8793352601156069,-0.5884843353090601,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1428,2021-11-30,-0.9971671388101984,-0.3962542397876419,0.1994341357432476,-0.4916567813364967,0.2172214348642125,1.0,0.8866930171277998,0.6387466721277906,0.9649122807017544,-0.4922570900210335,-0.538692074407098,-0.0296299779613666,0.3529816452226404,-0.506267409470752,-0.5031230953776635,1.0000000000000002,-0.2662768338177026,-0.903781310211946,-0.6850127011007621,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1429,2021-12-01,-0.9971671388101984,-0.3611561716560979,0.2365265085643582,-0.3599841834717292,0.3630826981269393,1.0,0.8866930171277998,0.5744419414294497,0.9473684210526314,-0.4922570900210335,-0.6326818006208492,-0.0992366922496574,0.6427989327353139,-0.4150417827298049,-0.5927475863461142,1.0000000000000002,-0.0816264380166078,-0.8647639691714837,-0.7662997459779848,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1432,2021-12-09,-0.9971671388101984,-0.3552573366760065,0.227514787235695,-0.3734282325029667,0.3901252537633586,1.0,0.8866930171277998,0.5912348965799716,0.8947368421052633,-0.4116800067759285,-0.6527460229081407,-0.1050143983819,0.7091283231713836,-0.4359331476323119,-0.66282060738285,1.0000000000000002,-0.0343946200475502,-0.8857177263969171,-0.8458933107535986,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1433,2021-12-10,-0.9971671388101984,-0.3015779383571746,0.2383023184572892,-0.3950177935943078,0.3437009231240662,1.0,0.8866930171277998,0.6043415932828187,0.8596491228070176,-0.4116800067759285,-0.5887056954773895,-0.0251058487712754,0.749117334083411,-0.3955431754874651,-0.2657740579276932,1.0000000000000002,0.0129645276350729,-0.8805394990366089,-0.8069432684165961,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1434,2021-12-14,-0.9971671388101984,-0.3930098805485917,0.2012514911445539,-0.5670225385527878,0.3146665645229252,1.0,0.8866930171277998,0.6878967847634656,0.8947368421052633,-0.4116800067759285,-0.6405982456455054,-0.0963227530594494,0.804335636368102,-0.5257660167130919,-0.4760529043428301,1.0000000000000002,-0.0813424444723316,-0.9152215799614644,-0.6867061812023709,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1435,2021-12-15,-0.9971671388101984,-0.3885857543135231,0.201132075012437,-0.4338473705021748,0.4586892404336002,1.0,-0.9512516469038208,0.6387466721277906,0.8947368421052633,-0.4116800067759285,-0.6571790656904924,-0.1122371536070199,0.7954055996066023,-0.4818941504178272,-0.620501015151574,1.0000000000000002,0.002119996698372,-0.895592485549133,-0.7375105842506351,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1438,2021-12-21,-0.9971671388101984,-0.2998082878631471,0.3290478918081423,-0.3807829181494657,0.494541693798598,1.0,-0.9512516469038208,0.6604546385418808,0.912280701754386,0.5470291788421633,-0.4543211089341896,0.1030330427343808,0.8357068852805036,-0.4658774373259052,-0.2888542956633811,1.0000000000000002,0.0728542034787385,-0.8931840077071291,-0.5749364944961897,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1439,2021-12-22,-0.9971671388101984,-0.246128889544315,0.3570249086198553,-0.5075523922499006,0.3792469452637226,1.0,-0.9512516469038208,0.7014130657382762,0.9473684210526314,-0.1984641228701703,-0.5187896053006031,0.0089342472546634,0.8792511715721505,-0.474233983286908,-0.2224560068634341,1.0000000000000002,-0.0166128444150623,-0.9089595375722545,-0.6528365791701948,1.0000000000000002,-0.0526315789473683,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,1.0,-1.0,0.2000000000000001,1.0,-1.0
1440,2019-05-30,1.0,-0.583542250405545,0.0224451756717372,-0.5591933570581258,-0.3506722335005936,1.0,0.9617918313570488,-0.3790702437026412,0.4210526315789473,-0.5992885275060349,-0.8770258932326702,-0.6470828541938045,-0.0459991576914133,-0.4449860724233982,-0.9994246827408704,-0.9994998749687422,-0.7708941718996776,-0.9259393063583816,0.3056731583403895,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
1442,2019-11-29,-0.2577903682719547,-0.1066214422651528,0.2271679818950012,-0.4242783708975874,-0.6428544068640594,0.662731871838111,-0.9512516469038208,-0.0014335449518734,0.5789473684210527,-0.5992885275060349,-0.4672177968175968,-0.274161779500166,-0.1226198058302143,-0.3586350974930361,-0.9993074453506836,-0.9989997499374844,-0.7001800116303324,-0.9390655105973024,0.3666384419983064,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
1443,2020-01-03,0.3286118980169972,-0.050582509954284,0.3640020941708211,-0.4358244365361798,-0.6279158846286437,0.662731871838111,0.8866930171277998,-0.0174073315584677,0.5614035087719298,-0.5992885275060349,-0.6225160120935662,-0.4947937205583121,0.0253487374770688,-0.2889972144846796,-0.9993540297441352,-0.9989997499374844,-0.7128379258725415,-0.9367774566473988,0.1447925486875529,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
1444,2020-01-07,0.5722379603399435,-0.1720985105441677,0.2891632014983643,-0.3538948200869907,-0.624851572375225,0.662731871838111,0.8866930171277998,-0.1472455457710419,0.4912280701754383,-0.5992885275060349,-0.6989114577060468,-0.5384417324332174,-0.0210393524831278,-0.2917827298050138,-0.9995333796589246,-0.9994998749687422,-0.7889175458554317,-0.9301541425818882,0.231160033869602,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
1446,2020-01-09,0.6402266288951841,-0.1452588113847515,0.3026464543243889,-0.384578884934756,-0.6255410426322443,0.662731871838111,0.8866930171277998,-0.1189842310055291,0.5087719298245612,-0.5992885275060349,-0.7262862959759875,-0.5763956433694201,0.0764413102281591,-0.2855153203342617,-0.9994844660458002,-0.9989997499374844,-0.7811069619033031,-0.9317196531791908,0.1295512277730737,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
1447,2020-01-10,0.2039660056657224,-0.0892198790738829,0.3468356149643725,-0.4309213127718472,-0.6210211820584517,0.662731871838111,0.8866930171277998,-0.063690354290395,0.5789473684210527,-0.5992885275060349,-0.7275105828715548,-0.5866661037829082,0.2969720721565705,-0.2841225626740946,-0.9994448693113662,-0.9994998749687422,-0.7450022153837276,-0.9348506743737958,0.2531752751905165,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0000000000000002,-0.3333333333333333,1.0000000000000002,-0.0526315789473683,-0.6326530612244898,1.0,0.1428571428571428,-0.0526315789473683,-1.0,-1.0,-1.0,-0.7,0.5
